nationality,age,gender,population,degree,extra_degree,w
0,18,0,1272,False,False,0.0017852932259911746
0,19,0,1272,False,False,0.0017852932259911746
0,18,0,610,True,False,0.0008561547703259564
0,19,0,610,True,False,0.0008561547703259564
0,18,1,983,False,False,0.0013796723593941232
0,19,1,983,False,False,0.0013796723593941232
0,18,1,819,True,False,0.0011494930440933743
0,19,1,819,True,False,0.0011494930440933743
0,18,1,1,True,True,1.4035324103704202e-06
0,19,1,1,True,True,1.4035324103704202e-06
0,20,0,1684,False,False,0.002363548579063788
0,21,0,1684,False,False,0.002363548579063788
0,22,0,1684,False,False,0.002363548579063788
0,23,0,1684,False,False,0.002363548579063788
0,24,0,1684,False,False,0.002363548579063788
0,20,0,2516,True,False,0.0035312875444919773
0,21,0,2516,True,False,0.0035312875444919773
0,22,0,2516,True,False,0.0035312875444919773
0,23,0,2516,True,False,0.0035312875444919773
0,24,0,2516,True,False,0.0035312875444919773
0,20,0,692,True,True,0.0009712444279763308
0,21,0,692,True,True,0.0009712444279763308
0,22,0,692,True,True,0.0009712444279763308
0,23,0,692,True,True,0.0009712444279763308
0,24,0,692,True,True,0.0009712444279763308
0,20,1,1183,False,False,0.001660378841468207
0,21,1,1183,False,False,0.001660378841468207
0,22,1,1183,False,False,0.001660378841468207
0,23,1,1183,False,False,0.001660378841468207
0,24,1,1183,False,False,0.001660378841468207
0,20,1,2614,True,False,0.0036688337207082785
0,21,1,2614,True,False,0.0036688337207082785
0,22,1,2614,True,False,0.0036688337207082785
0,23,1,2614,True,False,0.0036688337207082785
0,24,1,2614,True,False,0.0036688337207082785
0,20,1,1137,True,True,0.0015958163505911678
0,21,1,1137,True,True,0.0015958163505911678
0,22,1,1137,True,True,0.0015958163505911678
0,23,1,1137,True,True,0.0015958163505911678
0,24,1,1137,True,True,0.0015958163505911678
0,25,0,1327,False,False,0.0018624875085615476
0,26,0,1327,False,False,0.0018624875085615476
0,27,0,1327,False,False,0.0018624875085615476
0,28,0,1327,False,False,0.0018624875085615476
0,29,0,1327,False,False,0.0018624875085615476
0,25,0,1922,True,False,0.002697589292731948
0,26,0,1922,True,False,0.002697589292731948
0,27,0,1922,True,False,0.002697589292731948
0,28,0,1922,True,False,0.002697589292731948
0,29,0,1922,True,False,0.002697589292731948
0,25,0,2061,True,True,0.002892680297773436
0,26,0,2061,True,True,0.002892680297773436
0,27,0,2061,True,True,0.002892680297773436
0,28,0,2061,True,True,0.002892680297773436
0,29,0,2061,True,True,0.002892680297773436
0,25,1,966,False,False,0.001355812308417826
0,26,1,966,False,False,0.001355812308417826
0,27,1,966,False,False,0.001355812308417826
0,28,1,966,False,False,0.001355812308417826
0,29,1,966,False,False,0.001355812308417826
0,25,1,1775,True,False,0.002491270028407496
0,26,1,1775,True,False,0.002491270028407496
0,27,1,1775,True,False,0.002491270028407496
0,28,1,1775,True,False,0.002491270028407496
0,29,1,1775,True,False,0.002491270028407496
0,25,1,2814,True,True,0.003949540202782363
0,26,1,2814,True,True,0.003949540202782363
0,27,1,2814,True,True,0.003949540202782363
0,28,1,2814,True,True,0.003949540202782363
0,29,1,2814,True,True,0.003949540202782363
0,30,0,1075,False,False,0.0015087973411482018
0,31,0,1075,False,False,0.0015087973411482018
0,32,0,1075,False,False,0.0015087973411482018
0,33,0,1075,False,False,0.0015087973411482018
0,34,0,1075,False,False,0.0015087973411482018
0,30,0,1911,True,False,0.0026821504362178734
0,31,0,1911,True,False,0.0026821504362178734
0,32,0,1911,True,False,0.0026821504362178734
0,33,0,1911,True,False,0.0026821504362178734
0,34,0,1911,True,False,0.0026821504362178734
0,30,0,2445,True,True,0.0034316367433556774
0,31,0,2445,True,True,0.0034316367433556774
0,32,0,2445,True,True,0.0034316367433556774
0,33,0,2445,True,True,0.0034316367433556774
0,34,0,2445,True,True,0.0034316367433556774
0,30,1,971,False,False,0.001362829970469678
0,31,1,971,False,False,0.001362829970469678
0,32,1,971,False,False,0.001362829970469678
0,33,1,971,False,False,0.001362829970469678
0,34,1,971,False,False,0.001362829970469678
0,30,1,1683,True,False,0.002362145046653417
0,31,1,1683,True,False,0.002362145046653417
0,32,1,1683,True,False,0.002362145046653417
0,33,1,1683,True,False,0.002362145046653417
0,34,1,1683,True,False,0.002362145046653417
0,30,1,2758,True,True,0.003870942387801619
0,31,1,2758,True,True,0.003870942387801619
0,32,1,2758,True,True,0.003870942387801619
0,33,1,2758,True,True,0.003870942387801619
0,34,1,2758,True,True,0.003870942387801619
0,35,0,1289,False,False,0.0018091532769674717
0,36,0,1289,False,False,0.0018091532769674717
0,37,0,1289,False,False,0.0018091532769674717
0,38,0,1289,False,False,0.0018091532769674717
0,39,0,1289,False,False,0.0018091532769674717
0,35,0,1557,True,False,0.0021852999629467444
0,36,0,1557,True,False,0.0021852999629467444
0,37,0,1557,True,False,0.0021852999629467444
0,38,0,1557,True,False,0.0021852999629467444
0,39,0,1557,True,False,0.0021852999629467444
0,35,0,2338,True,True,0.0032814587754460426
0,36,0,2338,True,True,0.0032814587754460426
0,37,0,2338,True,True,0.0032814587754460426
0,38,0,2338,True,True,0.0032814587754460426
0,39,0,2338,True,True,0.0032814587754460426
0,35,1,1216,False,False,0.001706695411010431
0,36,1,1216,False,False,0.001706695411010431
0,37,1,1216,False,False,0.001706695411010431
0,38,1,1216,False,False,0.001706695411010431
0,39,1,1216,False,False,0.001706695411010431
0,35,1,1262,True,False,0.0017712579018874703
0,36,1,1262,True,False,0.0017712579018874703
0,37,1,1262,True,False,0.0017712579018874703
0,38,1,1262,True,False,0.0017712579018874703
0,39,1,1262,True,False,0.0017712579018874703
0,35,1,2391,True,True,0.0033558459931956747
0,36,1,2391,True,True,0.0033558459931956747
0,37,1,2391,True,True,0.0033558459931956747
0,38,1,2391,True,True,0.0033558459931956747
0,39,1,2391,True,True,0.0033558459931956747
0,40,0,1554,False,False,0.002181089365715633
0,41,0,1554,False,False,0.002181089365715633
0,42,0,1554,False,False,0.002181089365715633
0,43,0,1554,False,False,0.002181089365715633
0,44,0,1554,False,False,0.002181089365715633
0,40,0,1424,True,False,0.0019986301523674784
0,41,0,1424,True,False,0.0019986301523674784
0,42,0,1424,True,False,0.0019986301523674784
0,43,0,1424,True,False,0.0019986301523674784
0,44,0,1424,True,False,0.0019986301523674784
0,40,0,2043,True,True,0.0028674167143867687
0,41,0,2043,True,True,0.0028674167143867687
0,42,0,2043,True,True,0.0028674167143867687
0,43,0,2043,True,True,0.0028674167143867687
0,44,0,2043,True,True,0.0028674167143867687
0,40,1,1430,False,False,0.002007051346829701
0,41,1,1430,False,False,0.002007051346829701
0,42,1,1430,False,False,0.002007051346829701
0,43,1,1430,False,False,0.002007051346829701
0,44,1,1430,False,False,0.002007051346829701
0,40,1,1244,True,False,0.0017459943185008028
0,41,1,1244,True,False,0.0017459943185008028
0,42,1,1244,True,False,0.0017459943185008028
0,43,1,1244,True,False,0.0017459943185008028
0,44,1,1244,True,False,0.0017459943185008028
0,40,1,2073,True,True,0.002909522686697881
0,41,1,2073,True,True,0.002909522686697881
0,42,1,2073,True,True,0.002909522686697881
0,43,1,2073,True,True,0.002909522686697881
0,44,1,2073,True,True,0.002909522686697881
0,45,0,1666,False,False,0.00233828499567712
0,46,0,1666,False,False,0.00233828499567712
0,47,0,1666,False,False,0.00233828499567712
0,48,0,1666,False,False,0.00233828499567712
0,49,0,1666,False,False,0.00233828499567712
0,45,0,1266,True,False,0.001776872031528952
0,46,0,1266,True,False,0.001776872031528952
0,47,0,1266,True,False,0.001776872031528952
0,48,0,1266,True,False,0.001776872031528952
0,49,0,1266,True,False,0.001776872031528952
0,45,0,1844,True,True,0.002588113764723055
0,46,0,1844,True,True,0.002588113764723055
0,47,0,1844,True,True,0.002588113764723055
0,48,0,1844,True,True,0.002588113764723055
0,49,0,1844,True,True,0.002588113764723055
0,45,1,1663,False,False,0.002334074398446009
0,46,1,1663,False,False,0.002334074398446009
0,47,1,1663,False,False,0.002334074398446009
0,48,1,1663,False,False,0.002334074398446009
0,49,1,1663,False,False,0.002334074398446009
0,45,1,1169,True,False,0.0016407293877230213
0,46,1,1169,True,False,0.0016407293877230213
0,47,1,1169,True,False,0.0016407293877230213
0,48,1,1169,True,False,0.0016407293877230213
0,49,1,1169,True,False,0.0016407293877230213
0,45,1,1963,True,True,0.002755134121557135
0,46,1,1963,True,True,0.002755134121557135
0,47,1,1963,True,True,0.002755134121557135
0,48,1,1963,True,True,0.002755134121557135
0,49,1,1963,True,True,0.002755134121557135
0,50,0,1724,False,False,0.0024196898754786046
0,51,0,1724,False,False,0.0024196898754786046
0,52,0,1724,False,False,0.0024196898754786046
0,53,0,1724,False,False,0.0024196898754786046
0,54,0,1724,False,False,0.0024196898754786046
0,50,0,1033,True,False,0.0014498489799126442
0,51,0,1033,True,False,0.0014498489799126442
0,52,0,1033,True,False,0.0014498489799126442
0,53,0,1033,True,False,0.0014498489799126442
0,54,0,1033,True,False,0.0014498489799126442
0,50,0,1644,True,True,0.002307407282648971
0,51,0,1644,True,True,0.002307407282648971
0,52,0,1644,True,True,0.002307407282648971
0,53,0,1644,True,True,0.002307407282648971
0,54,0,1644,True,True,0.002307407282648971
0,50,1,1913,False,False,0.0026849575010386138
0,51,1,1913,False,False,0.0026849575010386138
0,52,1,1913,False,False,0.0026849575010386138
0,53,1,1913,False,False,0.0026849575010386138
0,54,1,1913,False,False,0.0026849575010386138
0,50,1,1091,True,False,0.0015312538597141284
0,51,1,1091,True,False,0.0015312538597141284
0,52,1,1091,True,False,0.0015312538597141284
0,53,1,1091,True,False,0.0015312538597141284
0,54,1,1091,True,False,0.0015312538597141284
0,50,1,1810,True,True,0.0025403936627704606
0,51,1,1810,True,True,0.0025403936627704606
0,52,1,1810,True,True,0.0025403936627704606
0,53,1,1810,True,True,0.0025403936627704606
0,54,1,1810,True,True,0.0025403936627704606
0,55,0,1625,False,False,0.0022807401668519327
0,56,0,1625,False,False,0.0022807401668519327
0,57,0,1625,False,False,0.0022807401668519327
0,58,0,1625,False,False,0.0022807401668519327
0,59,0,1625,False,False,0.0022807401668519327
0,55,0,909,True,False,0.001275810961026712
0,56,0,909,True,False,0.001275810961026712
0,57,0,909,True,False,0.001275810961026712
0,58,0,909,True,False,0.001275810961026712
0,59,0,909,True,False,0.001275810961026712
0,55,0,1477,True,True,0.002073017370117111
0,56,0,1477,True,True,0.002073017370117111
0,57,0,1477,True,True,0.002073017370117111
0,58,0,1477,True,True,0.002073017370117111
0,59,0,1477,True,True,0.002073017370117111
0,55,1,1832,False,False,0.00257127137579861
0,56,1,1832,False,False,0.00257127137579861
0,57,1,1832,False,False,0.00257127137579861
0,58,1,1832,False,False,0.00257127137579861
0,59,1,1832,False,False,0.00257127137579861
0,55,1,1068,True,False,0.0014989726142756088
0,56,1,1068,True,False,0.0014989726142756088
0,57,1,1068,True,False,0.0014989726142756088
0,58,1,1068,True,False,0.0014989726142756088
0,59,1,1068,True,False,0.0014989726142756088
0,55,1,1594,True,True,0.00223723066213045
0,56,1,1594,True,True,0.00223723066213045
0,57,1,1594,True,True,0.00223723066213045
0,58,1,1594,True,True,0.00223723066213045
0,59,1,1594,True,True,0.00223723066213045
0,60,0,1498,False,False,0.0021024915507348897
0,61,0,1498,False,False,0.0021024915507348897
0,62,0,1498,False,False,0.0021024915507348897
0,63,0,1498,False,False,0.0021024915507348897
0,64,0,1498,False,False,0.0021024915507348897
0,60,0,788,True,False,0.0011059835393718912
0,61,0,788,True,False,0.0011059835393718912
0,62,0,788,True,False,0.0011059835393718912
0,63,0,788,True,False,0.0011059835393718912
0,64,0,788,True,False,0.0011059835393718912
0,60,0,1281,True,True,0.0017979250176845083
0,61,0,1281,True,True,0.0017979250176845083
0,62,0,1281,True,True,0.0017979250176845083
0,63,0,1281,True,True,0.0017979250176845083
0,64,0,1281,True,True,0.0017979250176845083
0,60,1,1794,False,False,0.0025179371442045338
0,61,1,1794,False,False,0.0025179371442045338
0,62,1,1794,False,False,0.0025179371442045338
0,63,1,1794,False,False,0.0025179371442045338
0,64,1,1794,False,False,0.0025179371442045338
0,60,1,1007,True,False,0.0014133571372430132
0,61,1,1007,True,False,0.0014133571372430132
0,62,1,1007,True,False,0.0014133571372430132
0,63,1,1007,True,False,0.0014133571372430132
0,64,1,1007,True,False,0.0014133571372430132
0,60,1,1399,True,True,0.001963541842108218
0,61,1,1399,True,True,0.001963541842108218
0,62,1,1399,True,True,0.001963541842108218
0,63,1,1399,True,True,0.001963541842108218
0,64,1,1399,True,True,0.001963541842108218
1,18,0,429,False,False,0.0006021154040489103
1,19,0,429,False,False,0.0006021154040489103
1,18,0,191,True,False,0.00026807469038075027
1,19,0,191,True,False,0.00026807469038075027
1,18,1,308,False,False,0.0004322879823940894
1,19,1,308,False,False,0.0004322879823940894
1,18,1,280,True,False,0.00039298907490371767
1,19,1,280,True,False,0.00039298907490371767
1,18,1,1,True,True,1.4035324103704202e-06
1,19,1,1,True,True,1.4035324103704202e-06
1,20,0,906,False,False,0.0012716003637956007
1,21,0,906,False,False,0.0012716003637956007
1,22,0,906,False,False,0.0012716003637956007
1,23,0,906,False,False,0.0012716003637956007
1,24,0,906,False,False,0.0012716003637956007
1,20,0,1356,True,False,0.0019031899484622898
1,21,0,1356,True,False,0.0019031899484622898
1,22,0,1356,True,False,0.0019031899484622898
1,23,0,1356,True,False,0.0019031899484622898
1,24,0,1356,True,False,0.0019031899484622898
1,20,0,320,True,True,0.00044913037131853446
1,21,0,320,True,True,0.00044913037131853446
1,22,0,320,True,True,0.00044913037131853446
1,23,0,320,True,True,0.00044913037131853446
1,24,0,320,True,True,0.00044913037131853446
1,20,1,758,False,False,0.0010638775670607785
1,21,1,758,False,False,0.0010638775670607785
1,22,1,758,False,False,0.0010638775670607785
1,23,1,758,False,False,0.0010638775670607785
1,24,1,758,False,False,0.0010638775670607785
1,20,1,1706,True,False,0.002394426292091937
1,21,1,1706,True,False,0.002394426292091937
1,22,1,1706,True,False,0.002394426292091937
1,23,1,1706,True,False,0.002394426292091937
1,24,1,1706,True,False,0.002394426292091937
1,20,1,695,True,True,0.0009754550252074421
1,21,1,695,True,True,0.0009754550252074421
1,22,1,695,True,True,0.0009754550252074421
1,23,1,695,True,True,0.0009754550252074421
1,24,1,695,True,True,0.0009754550252074421
1,25,0,1319,False,False,0.0018512592492785844
1,26,0,1319,False,False,0.0018512592492785844
1,27,0,1319,False,False,0.0018512592492785844
1,28,0,1319,False,False,0.0018512592492785844
1,29,0,1319,False,False,0.0018512592492785844
1,25,0,1356,True,False,0.0019031899484622898
1,26,0,1356,True,False,0.0019031899484622898
1,27,0,1356,True,False,0.0019031899484622898
1,28,0,1356,True,False,0.0019031899484622898
1,29,0,1356,True,False,0.0019031899484622898
1,25,0,1537,True,True,0.002157229314739336
1,26,0,1537,True,True,0.002157229314739336
1,27,0,1537,True,True,0.002157229314739336
1,28,0,1537,True,True,0.002157229314739336
1,29,0,1537,True,True,0.002157229314739336
1,25,1,1081,False,False,0.0015172185356104244
1,26,1,1081,False,False,0.0015172185356104244
1,27,1,1081,False,False,0.0015172185356104244
1,28,1,1081,False,False,0.0015172185356104244
1,29,1,1081,False,False,0.0015172185356104244
1,25,1,1150,True,False,0.0016140622719259833
1,26,1,1150,True,False,0.0016140622719259833
1,27,1,1150,True,False,0.0016140622719259833
1,28,1,1150,True,False,0.0016140622719259833
1,29,1,1150,True,False,0.0016140622719259833
1,25,1,2456,True,True,0.0034470755998697524
1,26,1,2456,True,True,0.0034470755998697524
1,27,1,2456,True,True,0.0034470755998697524
1,28,1,2456,True,True,0.0034470755998697524
1,29,1,2456,True,True,0.0034470755998697524
1,30,0,1784,False,False,0.00250390182010083
1,31,0,1784,False,False,0.00250390182010083
1,32,0,1784,False,False,0.00250390182010083
1,33,0,1784,False,False,0.00250390182010083
1,34,0,1784,False,False,0.00250390182010083
1,30,0,1182,True,False,0.0016589753090578369
1,31,0,1182,True,False,0.0016589753090578369
1,32,0,1182,True,False,0.0016589753090578369
1,33,0,1182,True,False,0.0016589753090578369
1,34,0,1182,True,False,0.0016589753090578369
1,30,0,2082,True,True,0.002922154478391215
1,31,0,2082,True,True,0.002922154478391215
1,32,0,2082,True,True,0.002922154478391215
1,33,0,2082,True,True,0.002922154478391215
1,34,0,2082,True,True,0.002922154478391215
1,30,1,1254,False,False,0.0017600296426045071
1,31,1,1254,False,False,0.0017600296426045071
1,32,1,1254,False,False,0.0017600296426045071
1,33,1,1254,False,False,0.0017600296426045071
1,34,1,1254,False,False,0.0017600296426045071
1,30,1,936,True,False,0.0013137063361067134
1,31,1,936,True,False,0.0013137063361067134
1,32,1,936,True,False,0.0013137063361067134
1,33,1,936,True,False,0.0013137063361067134
1,34,1,936,True,False,0.0013137063361067134
1,30,1,2578,True,True,0.0036183065539349434
1,31,1,2578,True,True,0.0036183065539349434
1,32,1,2578,True,True,0.0036183065539349434
1,33,1,2578,True,True,0.0036183065539349434
1,34,1,2578,True,True,0.0036183065539349434
1,35,0,1808,False,False,0.0025375865979497198
1,36,0,1808,False,False,0.0025375865979497198
1,37,0,1808,False,False,0.0025375865979497198
1,38,0,1808,False,False,0.0025375865979497198
1,39,0,1808,False,False,0.0025375865979497198
1,35,0,853,True,False,0.0011972131460459684
1,36,0,853,True,False,0.0011972131460459684
1,37,0,853,True,False,0.0011972131460459684
1,38,0,853,True,False,0.0011972131460459684
1,39,0,853,True,False,0.0011972131460459684
1,35,0,1754,True,True,0.002461795847789717
1,36,0,1754,True,True,0.002461795847789717
1,37,0,1754,True,True,0.002461795847789717
1,38,0,1754,True,True,0.002461795847789717
1,39,0,1754,True,True,0.002461795847789717
1,35,1,1200,False,False,0.0016842388924445044
1,36,1,1200,False,False,0.0016842388924445044
1,37,1,1200,False,False,0.0016842388924445044
1,38,1,1200,False,False,0.0016842388924445044
1,39,1,1200,False,False,0.0016842388924445044
1,35,1,657,True,False,0.0009221207936133661
1,36,1,657,True,False,0.0009221207936133661
1,37,1,657,True,False,0.0009221207936133661
1,38,1,657,True,False,0.0009221207936133661
1,39,1,657,True,False,0.0009221207936133661
1,35,1,1982,True,True,0.002781801237354173
1,36,1,1982,True,True,0.002781801237354173
1,37,1,1982,True,True,0.002781801237354173
1,38,1,1982,True,True,0.002781801237354173
1,39,1,1982,True,True,0.002781801237354173
1,40,0,1639,False,False,0.0023003896205971187
1,41,0,1639,False,False,0.0023003896205971187
1,42,0,1639,False,False,0.0023003896205971187
1,43,0,1639,False,False,0.0023003896205971187
1,44,0,1639,False,False,0.0023003896205971187
1,40,0,717,True,False,0.0010063327382355913
1,41,0,717,True,False,0.0010063327382355913
1,42,0,717,True,False,0.0010063327382355913
1,43,0,717,True,False,0.0010063327382355913
1,44,0,717,True,False,0.0010063327382355913
1,40,0,1390,True,True,0.0019509100504148842
1,41,0,1390,True,True,0.0019509100504148842
1,42,0,1390,True,True,0.0019509100504148842
1,43,0,1390,True,True,0.0019509100504148842
1,44,0,1390,True,True,0.0019509100504148842
1,40,1,1066,False,False,0.001496165549454868
1,41,1,1066,False,False,0.001496165549454868
1,42,1,1066,False,False,0.001496165549454868
1,43,1,1066,False,False,0.001496165549454868
1,44,1,1066,False,False,0.001496165549454868
1,40,1,537,True,False,0.0007536969043689157
1,41,1,537,True,False,0.0007536969043689157
1,42,1,537,True,False,0.0007536969043689157
1,43,1,537,True,False,0.0007536969043689157
1,44,1,537,True,False,0.0007536969043689157
1,40,1,1460,True,True,0.0020491573191408134
1,41,1,1460,True,True,0.0020491573191408134
1,42,1,1460,True,True,0.0020491573191408134
1,43,1,1460,True,True,0.0020491573191408134
1,44,1,1460,True,True,0.0020491573191408134
1,45,0,1295,False,False,0.0018175744714296943
1,46,0,1295,False,False,0.0018175744714296943
1,47,0,1295,False,False,0.0018175744714296943
1,48,0,1295,False,False,0.0018175744714296943
1,49,0,1295,False,False,0.0018175744714296943
1,45,0,534,True,False,0.0007494863071378044
1,46,0,534,True,False,0.0007494863071378044
1,47,0,534,True,False,0.0007494863071378044
1,48,0,534,True,False,0.0007494863071378044
1,49,0,534,True,False,0.0007494863071378044
1,45,0,988,True,True,0.0013866900214459753
1,46,0,988,True,True,0.0013866900214459753
1,47,0,988,True,True,0.0013866900214459753
1,48,0,988,True,True,0.0013866900214459753
1,49,0,988,True,True,0.0013866900214459753
1,45,1,981,False,False,0.0013768652945733823
1,46,1,981,False,False,0.0013768652945733823
1,47,1,981,False,False,0.0013768652945733823
1,48,1,981,False,False,0.0013768652945733823
1,49,1,981,False,False,0.0013768652945733823
1,45,1,483,True,False,0.000677906154208913
1,46,1,483,True,False,0.000677906154208913
1,47,1,483,True,False,0.000677906154208913
1,48,1,483,True,False,0.000677906154208913
1,49,1,483,True,False,0.000677906154208913
1,45,1,942,True,True,0.001322127530568936
1,46,1,942,True,True,0.001322127530568936
1,47,1,942,True,True,0.001322127530568936
1,48,1,942,True,True,0.001322127530568936
1,49,1,942,True,True,0.001322127530568936
1,50,0,1064,False,False,0.001493358484634127
1,51,0,1064,False,False,0.001493358484634127
1,52,0,1064,False,False,0.001493358484634127
1,53,0,1064,False,False,0.001493358484634127
1,54,0,1064,False,False,0.001493358484634127
1,50,0,349,True,False,0.0004898328112192767
1,51,0,349,True,False,0.0004898328112192767
1,52,0,349,True,False,0.0004898328112192767
1,53,0,349,True,False,0.0004898328112192767
1,54,0,349,True,False,0.0004898328112192767
1,50,0,668,True,True,0.0009375596501274407
1,51,0,668,True,True,0.0009375596501274407
1,52,0,668,True,True,0.0009375596501274407
1,53,0,668,True,True,0.0009375596501274407
1,54,0,668,True,True,0.0009375596501274407
1,50,1,936,False,False,0.0013137063361067134
1,51,1,936,False,False,0.0013137063361067134
1,52,1,936,False,False,0.0013137063361067134
1,53,1,936,False,False,0.0013137063361067134
1,54,1,936,False,False,0.0013137063361067134
1,50,1,375,True,False,0.0005263246538889076
1,51,1,375,True,False,0.0005263246538889076
1,52,1,375,True,False,0.0005263246538889076
1,53,1,375,True,False,0.0005263246538889076
1,54,1,375,True,False,0.0005263246538889076
1,50,1,611,True,True,0.0008575583027363268
1,51,1,611,True,True,0.0008575583027363268
1,52,1,611,True,True,0.0008575583027363268
1,53,1,611,True,True,0.0008575583027363268
1,54,1,611,True,True,0.0008575583027363268
1,55,0,813,False,False,0.0011410718496311517
1,56,0,813,False,False,0.0011410718496311517
1,57,0,813,False,False,0.0011410718496311517
1,58,0,813,False,False,0.0011410718496311517
1,59,0,813,False,False,0.0011410718496311517
1,55,0,248,True,False,0.0003480760377718642
1,56,0,248,True,False,0.0003480760377718642
1,57,0,248,True,False,0.0003480760377718642
1,58,0,248,True,False,0.0003480760377718642
1,59,0,248,True,False,0.0003480760377718642
1,55,0,448,True,True,0.0006287825198459483
1,56,0,448,True,True,0.0006287825198459483
1,57,0,448,True,True,0.0006287825198459483
1,58,0,448,True,True,0.0006287825198459483
1,59,0,448,True,True,0.0006287825198459483
1,55,1,838,False,False,0.0011761601598904122
1,56,1,838,False,False,0.0011761601598904122
1,57,1,838,False,False,0.0011761601598904122
1,58,1,838,False,False,0.0011761601598904122
1,59,1,838,False,False,0.0011761601598904122
1,55,1,269,True,False,0.00037755021838964306
1,56,1,269,True,False,0.00037755021838964306
1,57,1,269,True,False,0.00037755021838964306
1,58,1,269,True,False,0.00037755021838964306
1,59,1,269,True,False,0.00037755021838964306
1,55,1,415,True,True,0.0005824659503037244
1,56,1,415,True,True,0.0005824659503037244
1,57,1,415,True,True,0.0005824659503037244
1,58,1,415,True,True,0.0005824659503037244
1,59,1,415,True,True,0.0005824659503037244
1,60,0,635,False,False,0.0008912430805852169
1,61,0,635,False,False,0.0008912430805852169
1,62,0,635,False,False,0.0008912430805852169
1,63,0,635,False,False,0.0008912430805852169
1,64,0,635,False,False,0.0008912430805852169
1,60,0,180,True,False,0.00025263583386667566
1,61,0,180,True,False,0.00025263583386667566
1,62,0,180,True,False,0.00025263583386667566
1,63,0,180,True,False,0.00025263583386667566
1,64,0,180,True,False,0.00025263583386667566
1,60,0,350,True,True,0.0004912363436296471
1,61,0,350,True,True,0.0004912363436296471
1,62,0,350,True,True,0.0004912363436296471
1,63,0,350,True,True,0.0004912363436296471
1,64,0,350,True,True,0.0004912363436296471
1,60,1,710,False,False,0.0009965080113629983
1,61,1,710,False,False,0.0009965080113629983
1,62,1,710,False,False,0.0009965080113629983
1,63,1,710,False,False,0.0009965080113629983
1,64,1,710,False,False,0.0009965080113629983
1,60,1,193,True,False,0.00027088175520149113
1,61,1,193,True,False,0.00027088175520149113
1,62,1,193,True,False,0.00027088175520149113
1,63,1,193,True,False,0.00027088175520149113
1,64,1,193,True,False,0.00027088175520149113
1,60,1,283,True,True,0.00039719967213482896
1,61,1,283,True,True,0.00039719967213482896
1,62,1,283,True,True,0.00039719967213482896
1,63,1,283,True,True,0.00039719967213482896
1,64,1,283,True,True,0.00039719967213482896
